folder,folder_digitized,pdf_id,num_interviews,interview_num,header,subheader,location,interviewer,title
692,yes,330,1,1,"Pearson, James Larkin (interviewer): The Story of David Franklin and Family","Rufus McNeill, no date given, no place given, white, farmer, WPA worker; Lindy McNeill, no date given, no place given, white, farmer, Boomer, 14 January 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 692","Pearson, James Larkin (interviewer)",The Story of David Franklin and Family
693,yes,324,1,1,"Phillips, Mary M., and Massengill (interviewers): Loss of Faith","Roy Harris, no date given, no place given, white, rural carrier, New Bern, 10 June 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 693","Phillips, Mary M., and Massengill (interviewers)",Loss of Faith
694,yes,314,1,1,"Phillips, Mary M., Massengill, and Sadler (interviewers): A Day With Sophia Braxton","Florence Matthews, [1889?], farmer housewife, Vanceboro, 10 January 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 694","Phillips, Mary M., Massengill, and Sadler (interviewers)",A Day With Sophia Braxton
695,yes,327,1,1,"Phillips, Mary M., Massengill, and Sadler (interviewers): Another version of the above interview.",,"#03709, Subseries: ""1.5. North Carolina."" Folder 695","Phillips, Mary M., Massengill, and Sadler (interviewers)",Another version of the above interview.
696,yes,334,1,1,"Phillips, Mary M., and Massengill (interviewers): It's Fun to Fish","Susan Cobb, [1860?], no place given, white, housewife, Vanceboro, 20 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 696","Phillips, Mary M., and Massengill (interviewers)",It's Fun to Fish
697,yes,318,1,1,"Phillips, Mary M., and Massengill (interviewers): Contracting the Mails","Thurmond Bennett, no date given, no place given, white, mail carrier, New Bern, 8 February 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 697","Phillips, Mary M., and Massengill (interviewers)",Contracting the Mails
698,yes,320,1,1,"Pinnix, Esther Searle (interviewer): Aunt Lucy Minnisit","Sarah Garner, no date given, no place given, black, infant and maternity, nurse, Gibsonville, 27 February 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 698","Pinnix, Esther Searle (interviewer)",Aunt Lucy Minnisit
699,yes,342,1,1,"Rapport, Leonard (interviewer): Clyde Thompson, Millworker","[Custer Daniels?] no date given, no place given, white, millworker, Durham, 10 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 699","Rapport, Leonard (interviewer)","Clyde Thompson, Millworker"
700,yes,340,1,1,"Rapport, Leonard (interviewer): John L. Walters, Tattoo Artist","John L. Walters, no date given, Danville, Va., white, tattooer, Durham, 25 February 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 700","Rapport, Leonard (interviewer)","John L. Walters, Tattoo Artist"
701,yes,333,1,1,"Rapport, Leonard (interviewer): Frank Wallace, Counterman","Frank Wallace, no date given, Durham, white, counterman, Durham, 18 November 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 701","Rapport, Leonard (interviewer)","Frank Wallace, Counterman"
702,yes,336,1,1,"Rapport, Leonard (interviewer): John Messick, Peanut Man","John Messick, circa 1879, Pittsburgh, white, peanut vendor, Durham, 28 February 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 702","Rapport, Leonard (interviewer)","John Messick, Peanut Man"
703,yes,329,1,1,"Rapport, Leonard (interviewer): Alton Poe, Dairyman","Alton Poe, circa 1896, Carteret, white, dairyman, Beaufort, 21 November 1938","#03709, Subseries: ""1.5. North Carolina."" Folder 703","Rapport, Leonard (interviewer)","Alton Poe, Dairyman"
704,yes,341,1,1,"Rapport, Leonard (interviewer): John Rogers, Produce Trucker","John Rogers, circa 1905, Orange County, white, produce trucker, Durham, 19 September 1938","#03709, Subseries: ""1.5. North Carolina."" Folder 704","Rapport, Leonard (interviewer)","John Rogers, Produce Trucker"
705,yes,331,1,1,"Rapport, Leonard (interviewer): Tobacco Market-Durham","Tobacco market, Durham, 10 October 1938","#03709, Subseries: ""1.5. North Carolina."" Folder 705","Rapport, Leonard (interviewer)",Tobacco Market-Durham
706,yes,321,1,1,"Rapport, Leonard (interviewer): Phillip Cohen, Peddler","Phillip Cohen, circa 1871, Philadelphia, Pa., Jewish, peddler, 1 December 1938","#03709, Subseries: ""1.5. North Carolina."" Folder 706","Rapport, Leonard (interviewer)","Phillip Cohen, Peddler"
707,yes,337,1,1,"Rapport, Leonard (interviewer): Bill Jordan, Speculator","Bill Jordan, no date given, no place given, white, speculator, Durham, 1 December 1938","#03709, Subseries: ""1.5. North Carolina."" Folder 707","Rapport, Leonard (interviewer)","Bill Jordan, Speculator"
708,yes,339,1,1,"Rapport, Leonard (interviewer): Jim Eubanks; Horse and Cow Trader","Jim Eubanks, circa 1878, white, horse and cow trader, Durham, 3 February 1938","#03709, Subseries: ""1.5. North Carolina."" Folder 708","Rapport, Leonard (interviewer)",Jim Eubanks; Horse and Cow Trader
709,yes,332,1,1,"Riddick, Ruth L. and Saunders (interviewers): Nellie Carter","Susie Decker, circa 1912, no place given, white, textile worker, Durham, 20 November 1938","#03709, Subseries: ""1.5. North Carolina."" Folder 709","Riddick, Ruth L. and Saunders (interviewers)",Nellie Carter
710,yes,1314,1,1,"Riddick, Ruth L. (interviewer): Life Story of a Negro Washwoman","Betty Staton, circa 1890, Wilmington, black, washwoman, no date given","#03709, Subseries: ""1.5. North Carolina."" Folder 710","Riddick, Ruth L. (interviewer)",Life Story of a Negro Washwoman
711,yes,1301,1,1,"Robinson, Nancy T. (interviewer): ""A Waitress Confesses""","Wilsie Beale, circa 1910, Raleigh, black, waitress, Raleigh, 5 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 711","Robinson, Nancy T. (interviewer)","""A Waitress Confesses"""
712,yes,1336,1,1,"Robinson, Nancy T. (interviewer): If 'Tis God's Will","Lula Garner, [1886?], no place given, black, charwoman, Raleigh, 23 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 712","Robinson, Nancy T. (interviewer)",If 'Tis God's Will
713,yes,1253,1,1,"Robinson, Nancy T. (interviewer): Up through Handicaps","Edith Rance Harris, no date given, no place given, black, student, Raleigh, 8 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 713","Robinson, Nancy T. (interviewer)",Up through Handicaps
714,yes,1228,1,1,"Robinson, Nancy T. (interviewer): Trouble and More Trouble","Mildred Thompson, no date given, no place given, black, WPA, Raleigh, 7 July 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 714","Robinson, Nancy T. (interviewer)",Trouble and More Trouble
715,yes,1226,1,1,"Robinson, Nancy T. (interviewer): Work, Luck, and Play","Gretchen Branch, circa 1913, [Fayetteville?], black, teacher, Fayetteville, 30 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 715","Robinson, Nancy T. (interviewer)","Work, Luck, and Play"
716,yes,1272,1,1,"Robinson, Nancy T. (interviewer): At Least We Have a Roof","Frank Freeman, circa 1858, [Wake County?], black, pensioner, Raleigh, 22 June 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 716","Robinson, Nancy T. (interviewer)",At Least We Have a Roof
717,yes,1196,1,1,"Robinson, Nancy T. (interviewer): Young Dr. Edward Roundtree","Dr. Ross, 1910, New York, black, doctor, Raleigh, 14 July 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 717","Robinson, Nancy T. (interviewer)",Young Dr. Edward Roundtree
718,yes,1147,1,1,"Robinson, Nancy T. (interviewer): Till Death Do Us Part","Everlina Jane Cotton, no date given, Cary, black, housewife, Cary, 9 June 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 718","Robinson, Nancy T. (interviewer)",Till Death Do Us Part
719,yes,1292,1,1,"Rogerson, Anna Belle W. and Massengill (interviewers): A Late Education","Reverend E. C. Shoe, 1895, China Grove, N.C., white, minister, Robersonville, 18 January 1939 [Variant form may be found in Thaddeus S. Ferree papers (#4258)]","#03709, Subseries: ""1.5. North Carolina."" Folder 719","Rogerson, Anna Belle W. and Massengill (interviewers)",A Late Education
720,yes,1288,1,1,"Sadler, William J. (interviewer): Mrs. Will Casteen","J. W. Sadler, 1870, Raleigh, white, housewife, Raleigh, 25-30 November, 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 720","Sadler, William J. (interviewer)",Mrs. Will Casteen
721,yes,1305,1,1,"Saunders, W. O. (interviewer): Untitled","Isaac O'Neal, circa 1864, no place given, white, retired merchant, Ocracoke, no date given [Two variant forms may be found in Thaddeus S. Ferree papers (#4258)]","#03709, Subseries: ""1.5. North Carolina."" Folder 721","Saunders, W. O. (interviewer)",Untitled
722,yes,1193,1,1,"Saunders, W. O. (interviewer): ""When a Good Coffin Cost Only $4.50""","G. Riley Swindall, circa 1859, Gum Neck, white, carpenter, Elizabeth City, 25 November 1938 [Variant form may be found in Thaddeus S. Ferree papers (#4258)]","#03709, Subseries: ""1.5. North Carolina."" Folder 722","Saunders, W. O. (interviewer)","""When a Good Coffin Cost Only $4.50"""
723,yes,1357,1,1,"Saunders, W. O. (interviewer): A Taskmaster in the Vineyard of the Lord.","Reverend Carey Miles Cartwright, 1864, no place given, black, minister, Elizabeth City, no date given [Variant form may be found in Thaddeus S. Ferree papers (#4258)]","#03709, Subseries: ""1.5. North Carolina."" Folder 723","Saunders, W. O. (interviewer)",A Taskmaster in the Vineyard of the Lord.
724,yes,1210,1,1,"Saunders, W. O. (interviewer): ""Women Can Take More Punishment Than Men""","Dr. H.S. Willey, [1883?], no place given, white, dentist, Elizabeth City, 21 January 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 724","Saunders, W. O. (interviewer)","""Women Can Take More Punishment Than Men"""
725,yes,1212,1,1,"Saunders, W. O. (interviewer): A Fisherman and His Luck","J.C. Curles, circa 1896, no place given, white, fisherman, Duck, no date given","#03709, Subseries: ""1.5. North Carolina."" Folder 725","Saunders, W. O. (interviewer)",A Fisherman and His Luck
726,yes,1280,1,1,"Saunders, W. O. (interviewer): Women Don't Know Their Men's Pockets","G. M. Cooper, no date given, no place given, white, dry cleaner and presser, Elizabeth City, 3 February 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 726","Saunders, W. O. (interviewer)",Women Don't Know Their Men's Pockets
727,yes,1331,1,1,"Saunders, W. O. (interviewer): Hopes It Will Be Twins","No name given, no date given, no place given, [white?], housewife, no place given, no date given","#03709, Subseries: ""1.5. North Carolina."" Folder 727","Saunders, W. O. (interviewer)",Hopes It Will Be Twins
728,yes,1192,1,1,"Saunders, W. O. (interviewer): Business is a Pleasure","George A Twiddy, no date given, no place given, white, merchant, Elizabeth City, 12 January 1939 [Variant form may be found in Thaddeus S. Ferree papers (#4258)]","#03709, Subseries: ""1.5. North Carolina."" Folder 728","Saunders, W. O. (interviewer)",Business is a Pleasure
729,yes,1158,1,1,"Saunders, W. O. (interviewer): Just Stays Home an' Minds His Own Business","John H. Bunch, circa 1875, Perquimans County, black, saw mill hand, Elizabeth City, 6 April 1939 [Variant form may be found in Thaddeus S. Ferree papers (#4258)]","#03709, Subseries: ""1.5. North Carolina."" Folder 729","Saunders, W. O. (interviewer)",Just Stays Home an' Minds His Own Business
730,yes,1283,1,1,"Saunders, W. O. (interviewer): ""...And Set Me Up a Hell-Buster""","Ino W. Twiford, no date given, East Lake, white, ex-moonshiner, East Lake, 14 June 1939 [Variant form may be found in Thaddeus S. Ferree papers (#4258)]","#03709, Subseries: ""1.5. North Carolina."" Folder 730","Saunders, W. O. (interviewer)","""...And Set Me Up a Hell-Buster"""
731,yes,1176,1,1,"Saunders, W. O. (interviewer): ""We'll Never See Peace In Our Time""","Miles Jennings, no date given, no place given, white, blacksmith and waste materials dealer, Elizabeth City, 27 January 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 731","Saunders, W. O. (interviewer)","""We'll Never See Peace In Our Time"""
732,yes,1185,1,1,"Saunders, W. O. (interviewer): Seven Hundred Dollars A Year","Dr. Arthur Graham Harris, no date given, no place given, white, doctor, Fairfield, no date given [Variant form? may be found in Thaddeus S. Ferree papers (#4258)]","#03709, Subseries: ""1.5. North Carolina."" Folder 732","Saunders, W. O. (interviewer)",Seven Hundred Dollars A Year
733,yes,1222,1,1,"Saunders, W. O. (interviewer): Why So Many Greek Restaurants?","Constantin Geraris, no date given, Dervenion, Greece, Greek, restauranteur, white, Elizabeth City, no date given","#03709, Subseries: ""1.5. North Carolina."" Folder 733","Saunders, W. O. (interviewer)",Why So Many Greek Restaurants?
734,yes,1148,1,1,"Saunders, W. O. (interviewer): ""Where Toime is Koind""","Morris Beasley, [1870?], no place given, white, Collingtin Island, 9 December 1938 [Variant form may be found in Thaddeus S. Ferree papers (#4258)]","#03709, Subseries: ""1.5. North Carolina."" Folder 734","Saunders, W. O. (interviewer)","""Where Toime is Koind"""
735,yes,1189,1,1,"Saunders, W. O. (interviewer): Story of Joe Singleton, Barber","Joe Singleton, circa 1891, Sumter, S.C., black, barber, Elizabeth City, 30 May 1939 [Variant form may be found in Thaddeus S. Ferree papers (#4258)]","#03709, Subseries: ""1.5. North Carolina."" Folder 735","Saunders, W. O. (interviewer)","Story of Joe Singleton, Barber"
736,yes,1184,1,1,"Saunders, W. O. (interviewer): H. Perry Davis, Justice of the Peace","H. Perry Davis, circa 1888, Pocomo City, white, justice of the peace, Elizabeth City, 24 July 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 736","Saunders, W. O. (interviewer)","H. Perry Davis, Justice of the Peace"
737,yes,1177,1,1,"Saunders, W. O. (interviewer): S. Brill","S. Brill, circa 1878, Russia, white, merchant, Elizabeth City, no date given","#03709, Subseries: ""1.5. North Carolina."" Folder 737","Saunders, W. O. (interviewer)",S. Brill
738,yes,1249,1,1,"Saunders, W. O. (interviewer): The Driscolls","William M. Overtsons, no date given, no place given, mill worker, white, Elizabeth City, 3 November 1938","#03709, Subseries: ""1.5. North Carolina."" Folder 738","Saunders, W. O. (interviewer)",The Driscolls
739,yes,1203,1,1,"Saunders, W. O. (interviewer): He Never Wanted Land Till Now","A. D. Pool, circa 1868, no place given, white tenant farmer, Elizabeth City, 10 November 1938","#03709, Subseries: ""1.5. North Carolina."" Folder 739","Saunders, W. O. (interviewer)",He Never Wanted Land Till Now
740,yes,1168,1,1,"Saunders, W. O. (interviewer): ""I Didn't Raise My Children to Want Meat""","Georgia Rice, circa 1888, Bertie County, black, widow, Elizabeth City, no date given [Variant form may be found in Thaddeus S. Ferree papers (#4258)]","#03709, Subseries: ""1.5. North Carolina."" Folder 740","Saunders, W. O. (interviewer)","""I Didn't Raise My Children to Want Meat"""
741,yes,1173,1,1,"Saunders, W. O. (interviewer): Untitled","Tom Burnett, no date given, no place given, black, scavenger, Elizabeth City, 15 June 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 741","Saunders, W. O. (interviewer)",Untitled
742,yes,1169,1,1,"Sedberry, W. B., Massengill, and Sadler (interviewers): Aunt Roxie Dann","Roxie Dann, 1856, Scotland Neck, black, maid, Raleigh, 14 December 1938","#03709, Subseries: ""1.5. North Carolina."" Folder 742","Sedberry, W. B., Massengill, and Sadler (interviewers)",Aunt Roxie Dann
743,yes,1317,1,1,"Sedberry, W. B., Massengill, and Sadler (interviewers): The Town Peddler","Jessie Powell, no date given, no place given, white, businessman, Raleigh, 18 January 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 743","Sedberry, W. B., Massengill, and Sadler (interviewers)",The Town Peddler
744,yes,1200,1,1,"Sedberry, W. B., and Massengill (interviewers): Rolling Pills","Marvin Edward Dizer, no date given, no place given, white, pharmacist, Raleigh, 15 March 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 744","Sedberry, W. B., and Massengill (interviewers)",Rolling Pills
